procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  79416    596 150336    0    0 77036     6 1078 1209  0  2 73 24  0 2025-04-19 14:37:00
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  86520    544 143624    0    0  5311     6  507  677  0  1 99  0  0 2025-04-19 14:37:05
 0  0      0  83152    680 146992    0    0 79715    14 1379 1612  1  2 75 21  0 2025-04-19 14:37:10
 0  0      0  78144    544 151640    0    0  9566    15  522  686  0  1 99  0  0 2025-04-19 14:37:15
 0  0      0  85540    592 144116    0    0 87664     5 1510 1764  1  2 77 20  0 2025-04-19 14:37:20
 0  0      0  93132    732 136064    0    0  3195    18  476  681  0  1 99  0  0 2025-04-19 14:37:25
 1  0      0  90092    612 135516    0    0 33637     5  977 1259  1  1 91  7  0 2025-04-19 14:37:30
 1  0      0  88648    460 140424    0    0 92218    18 1193 1290  0  2 71 26  0 2025-04-19 14:37:35
 0  0      0  86004   2068 139516    0    0 11226     6  549  698  0  1 98  1  0 2025-04-19 14:37:40
 0  3      0  82552    332 145344    0    0 162198    11 1852 2068  1  4 39 56  0 2025-04-19 14:37:45
 2  0      0  78028   1948 145496    0    0 72744    10  999 1059  1  2 77 20  0 2025-04-19 14:37:50
 0  0      0  79784   2632 143428    0    0  5714    19  520  698  0  1 99  0  0 2025-04-19 14:37:55
 4  1      0  79120    136 145608    0    0 188165    18 1966 2047  1  5 29 65  1 2025-04-19 14:38:00
 0  0      0  84648    272 126508    0    0 59589     8 1032 1144  1  2 80 17  0 2025-04-19 14:38:06
 0  1      0  94416    544 130896    0    0 24317    14  874 1227  1  1 91  7  0 2025-04-19 14:38:11
 0  0      0  99808    428 125576    0    0 177687    10 2154 2375  1  4 39 56  1 2025-04-19 14:38:16
 0  0      0  87552    528 137448    0    0 14489     7  538  708  0  1 98  1  0 2025-04-19 14:38:21
 6  1      0  76760    556 145208    0    0 60931    14 1300 1588  1  2 81 16  0 2025-04-19 14:38:26
 0  0      0  88004    776 138428    0    0 117929    20 1403 1455  0  3 59 38  0 2025-04-19 14:38:31
 0  0      0  80792    644 145860    0    0  5970     9  525  676  0  1 98  0  0 2025-04-19 14:38:36
 2  2      0  93328    116 132352    0    0 110073     9 1653 1833  1  3 62 34  0 2025-04-19 14:38:41
 0  0      0  93628    240 132768    0    0 38424    15  827  980  0  1 89  9  0 2025-04-19 14:38:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 3  0      0  76228    628 149380    0    0 25198     5  768  945  0  1 96  3  0 2025-04-19 14:38:51
 0  0      0  84252   1648 135172    0    0 169276    10 2110 2081  1  4 36 59  0 2025-04-19 14:38:56
 0  0      0 102672    472 123688    0    0  7494    27  526  675  0  1 99  0  0 2025-04-19 14:39:01
 1  0      0  79596    560 146840    0    0 101690    19 1548 1869  1  3 72 24  0 2025-04-19 14:39:06
 0  0      0  96244   1808 126588    0    0  8903    10  578  718  1  1 98  0  0 2025-04-19 14:39:11
 3  6      0  84436    392 139268    0    0 50618     6 1143 1432  1  2 85 12  0 2025-04-19 14:39:17
 0  1      0  98132    348 129440    0    0 96279    18 1178 1326  1  2 69 28  0 2025-04-19 14:39:22
 1  0      0  88564   2108 134376    0    0  9874     6  519  733  0  1 98  1  0 2025-04-19 14:39:27
 1  3      0  89608    340 134516    0    0 132494    15 1749 1931  1  3 51 44  0 2025-04-19 14:39:32
 2  0      0  75844    464 148904    0    0 99711    25 1212 1251  1  2 73 24  0 2025-04-19 14:39:37
 0  0      0  81604    848 144524    0    0  3608    15  427  601  0  0 99  0  0 2025-04-19 14:39:42
 0  0      0  79960    372 148980    0    0 98238    10 1440 1756  1  3 69 27  0 2025-04-19 14:39:47
 1  0      0 101884   2396 121952    0    0  8744     5  516  715  0  1 98  1  0 2025-04-19 14:39:52
 1 10      0  80320    732 145352    0    0 101589    14 1425 1666  1  3 64 32  0 2025-04-19 14:39:57
 0  0      0  76072    848 151576    0    0 91331    14 1197 1217  1  2 72 25  0 2025-04-19 14:40:02
 0  0      0  75744    320 152248    0    0  9782    23  501  664  0  1 97  1  1 2025-04-19 14:40:07
 0  0      0  80088    472 148144    0    0 111484    10 1514 1724  1  3 67 28  0 2025-04-19 14:40:12
 0  0      0  88648    780 138528    0    0 15958    14  663  806  1  1 97  1  0 2025-04-19 14:40:17
 1  2      0  79256    312 150460    0    0 83571    11 1275 1446  1  2 76 21  0 2025-04-19 14:40:22
 0  0      0  76300    636 153088    0    0 46918     5  839  967  0  1 90  8  0 2025-04-19 14:40:27
 0  0      0  82044    864 146460    0    0  1218    10  425  609  0  0 99  0  0 2025-04-19 14:40:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  84536    760 144400    0    0 133915    20 1634 1809  1  3 59 36  0 2025-04-19 14:40:37
 0  0      0  79000    772 150056    0    0  1131     0  371  600  0  0 99  0  0 2025-04-19 14:40:42
 0  2      0  76984    288 151672    0    0 91415     6 1281 1574  1  2 67 30  0 2025-04-19 14:40:47
 2  0      0  76700    612 151400    0    0 22776    13  606  817  0  1 95  4  0 2025-04-19 14:40:52
 2  0      0  79436    220 149720    0    0  7362     6  410  597  0  1 98  1  0 2025-04-19 14:40:57
 0  0      0  86072    960 141732    0    0 135578     5 1694 1873  1  3 55 40  0 2025-04-19 14:41:02
 0  0      0  95840   1616 128548    0    0  4902    10  503  670  0  1 99  0  0 2025-04-19 14:41:07
 0  1      0  87384    168 139532    0    0 121190    22 1624 1802  1  3 58 38  0 2025-04-19 14:41:12
 0  0      0  90476    256 136436    0    0 45033    12  793  972  0  2 88  9  0 2025-04-19 14:41:17
 1  0      0  91052    948 138204    0    0  6930     7  473  674  0  1 98  0  0 2025-04-19 14:41:22
 0  0      0  99704    480 129432    0    0 85963    21 1400 1666  1  2 74 23  0 2025-04-19 14:41:27
 0  0      0  92900    772 135800    0    0  1329    21  431  627  0  0 99  0  0 2025-04-19 14:41:32
 1  0      0  78516    216 150456    0    0 157242    10 1942 2107  1  4 45 50  0 2025-04-19 14:41:37
 0  0      0  74860    936 153324    0    0 33037    10  786  933  0  1 91  7  0 2025-04-19 14:41:42
 0  1      0  87380    204 141788    0    0 10838    13  537  680  0  1 98  1  0 2025-04-19 14:41:47
 0  0      0  89792    408 138064    0    0 86791    10 1413 1624  1  2 78 18  0 2025-04-19 14:41:52
 0  1      0  76996   1444 150028    0    0  2594    13  449  632  0  1 99  0  0 2025-04-19 14:41:57
 0  0      0  96132    288 131872    0    0 143806    11 1869 1998  1  4 59 35  1 2025-04-19 14:42:02
 0  0      0  94552    144 133732    0    0 16478    11  669  991  0  1 97  2  0 2025-04-19 14:42:07
 4  2      0 103092    176 124712    0    0 84780    11 1377 1631  1  2 76 20  0 2025-04-19 14:42:12
 0  0      0  79476    708 147804    0    0 66211     6  954 1114  1  2 80 18  0 2025-04-19 14:42:18
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  80084    992 147688    0    0  3421     5  416  629  0  0 99  0  0 2025-04-19 14:42:23
 0  0      0  86156    532 142240    0    0 162529    10 1793 1915  1  4 44 51  0 2025-04-19 14:42:28
 1  0      0  76832    900 151376    0    0  1898     2  408  612  0  0 99  0  0 2025-04-19 14:42:33
 0  3      0  75288    544 145788    0    0 68946    22 1292 1594  1  2 77 19  0 2025-04-19 14:42:38
 0  0      0  88396    656 138424    0    0 78788    11 1078 1175  1  2 75 22  0 2025-04-19 14:42:43
 1  0      0  84548    896 143960    0    0  3953     8  481  689  0  0 99  0  0 2025-04-19 14:42:48
 0  0      0  82712    388 146572    0    0 100998    14 1578 1771  1  3 72 25  0 2025-04-19 14:42:53
 0  0      0  87064   2152 138236    0    0  4086    10  465  652  0  1 99  0  0 2025-04-19 14:42:58
 2  0      0  79176    280 145852    0    0 103930     6 1421 1649  1  3 70 26  0 2025-04-19 14:43:03
 0  0      0  76440    684 150532    0    0 36556    14  747  883  0  1 89  9  0 2025-04-19 14:43:08
 0  1      0  74196    608 152628    0    0 14974    26  558  768  0  1 97  2  0 2025-04-19 14:43:13
 0  0      0  73348    716 153664    0    0 89647    10 1325 1606  1  2 70 27  0 2025-04-19 14:43:18
 1  0      0  98956    256 129260    0    0  5966     5  428  617  0  1 99  0  0 2025-04-19 14:43:23
 0  0      0  75456    316 153076    0    0 68390    14 1501 1684  1  2 86 11  0 2025-04-19 14:43:28
 1  0      0  93084    728 134812    0    0  4902    17  444  633  0  0 99  0  0 2025-04-19 14:43:33
 3  1      0  76080    308 153168    0    0 95874     5 1373 1621  1  2 70 26  0 2025-04-19 14:43:38
 0  0      0  86468   1556 137112    0    0 25217    10  795  965  0  1 94  5  0 2025-04-19 14:43:43
 2  0      0  76144    920 152604    0    0 12251    29  510  673  0  1 99  0  0 2025-04-19 14:43:48
 0  0      0  83536    608 145840    0    0 81338    10 1407 1608  1  2 78 19  0 2025-04-19 14:43:53
 0  0      0 110556    576 119292    0    0  2755    10  418  644  0  1 99  0  0 2025-04-19 14:43:58
 0  0      0  89352    296 137728    0    0 120672    23 1698 1870  1  3 69 26  1 2025-04-19 14:44:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  76712    712 149868    0    0 10625     8  503  677  0  1 97  2  0 2025-04-19 14:44:08
 1  2      0  70744    332 158096    0    0 73744    34 1282 1619  1  2 79 18  0 2025-04-19 14:44:13
 0  0      0  89300    700 140088    0    0 37323    16  771  915  0  1 91  7  0 2025-04-19 14:44:18
 0  1      0  81224    456 147936    0    0 14966     6  539  727  0  1 97  2  0 2025-04-19 14:44:23
 0  0      0  81696    396 147100    0    0 112507    10 1580 1838  1  3 64 32  0 2025-04-19 14:44:28
 0  0      0  93200    484 135476    0    0  6652     5  446  640  0  1 99  0  0 2025-04-19 14:44:33
 0  0      0  86360    456 142068    0    0 125963    10 1655 1917  1  3 59 37  0 2025-04-19 14:44:38
 0  0      0  88868    668 139116    0    0 15658     5  513  678  0  1 98  1  0 2025-04-19 14:44:43
 0  2      0  93360   1516 133748    0    0 19600    18  863 1252  1  1 95  3  0 2025-04-19 14:44:48
 0  0      0  83448    268 146292    0    0 105217    10 1184 1198  1  2 64 33  0 2025-04-19 14:44:53
 0  0      0  85892    632 142700    0    0  1930     9  440  620  0  1 99  0  0 2025-04-19 14:44:58
 1  0      0  75408   2252 148892    0    0 100170    10 1661 1898  1  3 78 18  0 2025-04-19 14:45:03
 1  0      0  89332    596 137372    0    0 11117     7  547  689  0  1 98  0  0 2025-04-19 14:45:08
 3  2      0  80552    300 147720    0    0 79873    10 1312 1556  1  2 77 20  0 2025-04-19 14:45:13
 0  0      0  91140    596 137968    0    0 39162     5  805  997  1  1 88 10  0 2025-04-19 14:45:18
 0  0      0  76048    696 152652    0    0  2954     5  449  635  0  1 99  0  0 2025-04-19 14:45:23
 0  0      0  86704    352 139676    0    0 106091    21 1616 1762  1  3 70 26  0 2025-04-19 14:45:28
 0  0      0  82936    624 143148    0    0  7417    10  500  691  0  1 99  0  0 2025-04-19 14:45:33
 1  0      0  81468    284 145076    0    0 117424     1 1633 1914  1  3 63 32  0 2025-04-19 14:45:38
 0  0      0  84524    712 141796    0    0  9896    10  521  702  0  1 98  1  0 2025-04-19 14:45:43
 0  0      0  84720    756 140108    0    0 25890     5  884 1244  1  1 95  3  0 2025-04-19 14:45:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  79368    424 147292    0    0 80901    10 1030 1162  0  2 76 22  0 2025-04-19 14:45:53
 0  0      0  78288   2276 143636    0    0 10451     5  587  750  1  1 97  1  0 2025-04-19 14:45:58
 1  0      0  79868    964 143020    0    0 152484    15 1747 1969  1  4 40 55  1 2025-04-19 14:46:03
 0  0      0  85092    540 141796    0    0 124309    30 1432 1468  1  3 56 40  0 2025-04-19 14:46:08
 0  0      0  97876    356 129500    0    0  9070     6  488  681  0  1 98  1  0 2025-04-19 14:46:13
 0  0      0  68976    836 157552    0    0 71950     8 1304 1582  1  2 82 15  0 2025-04-19 14:46:18
 0  0      0  70288    796 156204    0    0  2754    15  436  632  0  0 99  0  0 2025-04-19 14:46:23
 0  0      0  85796    492 140904    0    0 88587     6 1395 1663  1  2 71 25  0 2025-04-19 14:46:28
 0  0      0  70412    604 156240    0    0 12058    10  463  658  0  1 99  0  0 2025-04-19 14:46:33
 0  1      0  92224    848 134684    0    0 20189     5  632  862  0  1 96  3  0 2025-04-19 14:46:38
 0  0      0  77028    572 150436    0    0 80229    10 1243 1479  1  2 80 17  0 2025-04-19 14:46:43
 0  0      0  76168   1808 147344    0    0  5234     5  478  682  1  1 99  0  0 2025-04-19 14:46:48
 0  0      0  74408    384 151888    0    0 113365    10 1640 1826  1  3 67 28  0 2025-04-19 14:46:53
 0  0      0  77092    692 149596    0    0  2243    21  403  600  0  0 99  0  1 2025-04-19 14:46:58
 1  1      0  81768    264 144552    0    0 72586     5 1116 1411  1  2 78 19  1 2025-04-19 14:47:03
 0  0      0  78384    780 149208    0    0 36911    10  711  895  0  1 92  6  0 2025-04-19 14:47:08
 1  0      0  71732    908 156108    0    0  1823     5  399  608  0  1 99  0  0 2025-04-19 14:47:13
 0  0      0  82948    792 142556    0    0 97797    10 1685 1914  1  3 75 21  0 2025-04-19 14:47:18
 0  0      0  92336   1468 132440    0    0  9427    12  520  671  0  1 98  1  0 2025-04-19 14:47:23
 0  0      0  70488    284 160276    0    0 99029    18 1442 1680  1  3 66 30  0 2025-04-19 14:47:28
 1  0      0  86424   1708 140940    0    0 10758    21  522  691  0  1 99  0  0 2025-04-19 14:47:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 4  0      0  77900    828 150520    0    0 50466    17 1193 1422  1  2 86 11  0 2025-04-19 14:47:39
 0  0      0  84940    668 144908    0    0 58622    21 1006 1115  0  2 85 13  0 2025-04-19 14:47:44
 0  0      0  78640    896 150788    0    0  1218     5  467  680  0  1 99  0  0 2025-04-19 14:47:49
 0  0      0  96640    700 132976    0    0 75508    14 1344 1646  1  2 79 18  0 2025-04-19 14:47:54
 0  0      0  85048    924 144256    0    0  2298     5  460  633  0  1 99  0  0 2025-04-19 14:47:59
 4  1      0  68488    572 157056    0    0 124383    23 1799 1874  1  4 51 43  1 2025-04-19 14:48:04
 0  0      0  97276   1560 123928    0    0 107086    29 1526 1533  2  3 73 22  0 2025-04-19 14:48:09
 0  0      0  83148    932 139524    0    0  7054    14  673  872  1  1 87 10  1 2025-04-19 14:48:14
 1  1      0  71584    300 158308    0    0 150502     2 1897 2022  1  4 45 49  0 2025-04-19 14:48:19
 0  0      0 102124    316 127368    0    0 23319    18  616  818  0  1 98  1  0 2025-04-19 14:48:24
 1  0      0  75212    564 153180    0    0 10391    20  445  629  0  1 98  1  0 2025-04-19 14:48:29
 0  0      0  86492    424 144044    0    0 104613    12 1524 1781  1  3 72 25  0 2025-04-19 14:48:34
 0  0      0  78428    656 152028    0    0  1629     8  385  592  0  0 99  0  0 2025-04-19 14:48:39
 0  0      0  90364    308 140000    0    0 84859     5 1386 1648  1  3 81 15  0 2025-04-19 14:48:44
 0  0      0  72492    876 156668    0    0  7974    24  501  700  1  1 99  0  0 2025-04-19 14:48:49
 1  0      0  77816    568 151856    0    0 74308     6 1345 1540  1  2 81 16  0 2025-04-19 14:48:54
 0  0      0  79652    804 149492    0    0 23123    14  618  818  0  1 96  3  0 2025-04-19 14:48:59
 0  0      0  72596    828 156248    0    0  1354     6  457  641  0  0 99  0  0 2025-04-19 14:49:04
 0  0      0  71500   2432 152788    0    0 89634    10 1741 1843  1  3 76 20  0 2025-04-19 14:49:09
 1  0      0  68432   1376 156300    0    0  7707     8  506  665  0  1 99  0  0 2025-04-19 14:49:14
 0  0      0  68912   2176 157868    0    0 98551    39 1609 1851  2  3 64 31  0 2025-04-19 14:49:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  73088    620 155480    0    0 10622    10  468  649  0  1 99  0  0 2025-04-19 14:49:24
 3  1      0  72188    556 153900    0    0 58975     5 1104 1421  1  2 82 15  0 2025-04-19 14:49:29
 0  1      0  79776    340 147080    0    0 47032    10  786  991  0  1 90  8  0 2025-04-19 14:49:34
 0  0      0  84588    520 141992    0    0  2947     8  411  610  0  0 99  0  0 2025-04-19 14:49:39
 0  0      0  73612    344 154788    0    0 105167    13 1549 1861  1  3 70 26  0 2025-04-19 14:49:44
 0  0      0  82376    672 146632    0    0  4239     5  408  667  0  0 99  0  0 2025-04-19 14:49:49
 0  0      0  69332    836 157104    0    0 88342    23 1394 1710  1  2 74 22  0 2025-04-19 14:49:54
 0  0      0  81008    604 145452    0    0  4883     5  399  594  0  1 99  0  0 2025-04-19 14:49:59
 0  2      0  74124    392 153732    0    0 40731     5  967 1199  1  1 86 11  1 2025-04-19 14:50:04
 0  0      0  80524    380 145928    0    0 56062    11 1039 1169  1  2 87 10  0 2025-04-19 14:50:09
 0  0      0  78732   1680 146048    0    0 12310     8  633  781  0  1 98  1  0 2025-04-19 14:50:14
 0  0      0  84740    336 143680    0    0 92340    13 1469 1657  1  3 77 20  0 2025-04-19 14:50:19
 0  0      0  72140    644 156724    0    0  2645     5  444  652  0  0 99  0  0 2025-04-19 14:50:24
 0  0      0  72752    532 156168    0    0 87210    19 1529 1784  1  3 74 23  0 2025-04-19 14:50:29
 0  0      0  76100   2380 148188    0    0  5786     5  468  679  0  1 98  0  0 2025-04-19 14:50:34
 1  2      0  87872    412 138804    0    0 63757    13 1215 1428  1  2 81 16  0 2025-04-19 14:50:39
 0  0      0  78208    964 150780    0    0 55702    18  903  997  0  2 80 18  0 2025-04-19 14:50:44
 0  0      0  75384    736 154036    0    0  4534     6  510  684  0  0 99  0  0 2025-04-19 14:50:49
 0  0      0  87180   1032 140132    0    0 132968    10 1803 1989  1  3 59 36  0 2025-04-19 14:50:54
 0  0      0  72816   1320 153540    0    0  2730     6  419  606  0  0 99  0  0 2025-04-19 14:50:59
 2 15      0  87064    332 139560    0    0 89625    10 1440 1675  1  2 68 29  0 2025-04-19 14:51:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  76288   2068 147816    0    0 72374    14 1088 1196  1  2 79 18  0 2025-04-19 14:51:10
 0  0      0  67340   1968 156328    0    0  6698     1  453  635  0  0 99  1  0 2025-04-19 14:51:15
 0  0      0  74428   2060 145268    0    0 136274     5 1894 2012  1  4 56 39  0 2025-04-19 14:51:20
 0  0      0  73680    596 149044    0    0 13281    16  545  715  0  1 98  0  0 2025-04-19 14:51:25
 0  0      0  67596    564 157348    0    0 52750    11 1077 1347  1  2 85 12  0 2025-04-19 14:51:30
 0  0      0  92640    616 132296    0    0 36164    10  785  918  0  1 87 11  0 2025-04-19 14:51:35
 0  0      0  69556    844 154628    0    0  4495    16  449  609  0  0 99  0  0 2025-04-19 14:51:40
 0  0      0  69420    564 155312    0    0 98879     9 1483 1677  1  3 71 25  0 2025-04-19 14:51:45
 0  0      0  75820   2744 143060    0    0 14092    11  582  752  1  1 98  1  0 2025-04-19 14:51:50
 0  0      0  74632    428 149928    0    0 107378    14 1535 1789  1  3 68 28  0 2025-04-19 14:51:55
 0  0      0  71408    872 152232    0    0 11696    13  464  642  0  1 98  1  0 2025-04-19 14:52:00
 1  0      0  79692   1484 130040    0    0 16272     5  774 1130  1  1 96  2  1 2025-04-19 14:52:05
 0  0      0  80776    808 142608    0    0 98939    23 1352 1386  1  2 71 24  1 2025-04-19 14:52:10
 0  0      0  76344    492 146868    0    0  4778     5  453  621  0  1 99  0  0 2025-04-19 14:52:15
 0  0      0  80644   1312 140252    0    0 111314    15 1653 1926  1  3 64 32  0 2025-04-19 14:52:20
 0  0      0 104840    700 116292    0    0  8658     9  471  664  0  1 98  1  0 2025-04-19 14:52:25
10  4      0  72732    440 148432    0    0 89576    10 1309 1628  1  2 71 26  0 2025-04-19 14:52:30
 0  0      0  72516    756 150444    0    0 41820    20  866  972  0  1 88 10  0 2025-04-19 14:52:35
 0  0      0  93232   2480 125356    0    0  5031     6  537  698  0  1 98  0  0 2025-04-19 14:52:40
 0  0      0  84112    540 139076    0    0 128239    22 1576 1746  1  3 57 39  0 2025-04-19 14:52:45
 0  0      0  76948    748 147060    0    0  6983     5  448  665  0  0 99  0  0 2025-04-19 14:52:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 3  2      0  90016    476 136272    0    0 103473    14 1570 1723  1  3 66 30  0 2025-04-19 14:52:55
 0  0      0  68080    888 156872    0    0 26438     5  687  863  0  1 91  7  0 2025-04-19 14:53:00
 0  0      0  92180    296 133356    0    0  3109     5  471  640  0  1 99  0  0 2025-04-19 14:53:05
 0  2      0  91952    808 133860    0    0 137983    10 1774 1988  1  3 47 49  0 2025-04-19 14:53:11
 1  0      0 100848    348 119776    0    0 13682    23  689  821  1  1 96  2  1 2025-04-19 14:53:16
 0  0      0  69352    592 151024    0    0 101866    16 1516 1774  1  3 72 24  0 2025-04-19 14:53:21
 0  0      0  92224   2192 130140    0    0 10118     7  571  743  0  1 98  1  0 2025-04-19 14:53:26
 4  1      0  70828    300 156748    0    0 52062    18 1170 1493  1  2 86 11  0 2025-04-19 14:53:31
 0  0      0  98788   1788 124512    0    0 54340    10  857  988  0  2 84 14  0 2025-04-19 14:53:36
 0  0      0  78880   1952 144620    0    0  4042     5  376  594  0  0 99  0  0 2025-04-19 14:53:41
 0  2      0  72844    620 150812    0    0 172669    21 1969 2126  1  4 38 57  0 2025-04-19 14:53:46
 0  0      0  75128   1128 148032    0    0 23955     7  632  787  0  1 96  3  0 2025-04-19 14:53:51
 2  3      0  69892    452 156212    0    0 49230    11 1042 1300  1  2 89  9  0 2025-04-19 14:53:56
 0  0      0  92488    896 134156    0    0 72888    15 1026 1126  0  2 76 21  0 2025-04-19 14:54:02
 0  0      0  80856   2368 141376    0    0 10906     6  525  728  0  1 98  1  0 2025-04-19 14:54:07
 0  0      0  86300    404 141284    0    0 92462    18 1684 2025  1  3 75 21  0 2025-04-19 14:54:12
 0  0      0  67972    764 159148    0    0  6134    22  486  694  0  0 99  0  0 2025-04-19 14:54:17
 0  0      0  76368    932 151048    0    0 84777    14 1398 1728  1  2 73 23  0 2025-04-19 14:54:22
 0  0      0  79216   2280 145004    0    0 12257     0  608  734  0  1 98  1  0 2025-04-19 14:54:27
 3  8      0  71764    124 147924    0    0 62548     7 1043 1313  1  2 80 17  0 2025-04-19 14:54:32
 0  0      0  87720    256 139976    0    0 84442    10 1126 1215  1  2 72 25  0 2025-04-19 14:54:37
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  78144    680 148708    0    0  1828     6  389  580  0  0 99  0  0 2025-04-19 14:54:42
 0  0      0  72484    348 155504    0    0 95290     5 1460 1712  1  2 73 22  0 2025-04-19 14:54:47
 0  0      0  81792    516 146768    0    0  3882    14  398  588  0  0 99  0  0 2025-04-19 14:54:52
 0  0      0  76600    400 151480    0    0 75192     6 1246 1508  1  2 81 16  0 2025-04-19 14:54:57
 0  0      0  81944    964 145168    0    0  1691    10  399  593  0  0 99  0  0 2025-04-19 14:55:02
 1  0      0  73612   1384 152120    0    0 65135     6 1242 1551  1  2 80 16  1 2025-04-19 14:55:07
 1  0      0  73056    740 154092    0    0 49286    10  781  984  0  1 84 13  1 2025-04-19 14:55:12
 0  0      0  77116    776 149716    0    0  4822     5  419  644  0  0 99  0  0 2025-04-19 14:55:17
 0  0      0  77692    440 149628    0    0 93942    10 1480 1704  1  3 73 24  0 2025-04-19 14:55:22
 0  0      0  98980   1280 122308    0    0  7194    12  655  792  1  1 98  1  0 2025-04-19 14:55:27
 3  1      0  86892    320 135824    0    0 119215    23 1655 1773  1  4 54 41  0 2025-04-19 14:55:32
 0  0      0  71764   1292 148208    0    0 58104    11 1125 1157  1  2 86 11  0 2025-04-19 14:55:37
 2  0      0  73872    828 144980    0    0  2607    22  541  698  1  1 99  0  0 2025-04-19 14:55:42
 4  0      0  87808    592 133380    0    0 207955    22 2286 2289  1  5 12 82  0 2025-04-19 14:55:47
 0  0      0  74664    408 147632    0    0 96425    11 1145 1235  1  2 69 27  0 2025-04-19 14:55:52
 0  0      0  88284   2072 132276    0    0  2990    19  476  692  0  1 99  0  0 2025-04-19 14:55:57
 0  1      0  83528    284 144276    0    0 158978    21 1978 2131  1  4 45 49  1 2025-04-19 14:56:02
 1  0      0 101332    588 120232    0    0 30329    21  623  786  0  1 92  6  0 2025-04-19 14:56:07
 1  0      0  68868    628 159064    0    0 21184    10  582  819  0  1 96  2  0 2025-04-19 14:56:12
 1  0      0  73848    220 155008    0    0 101326    13 1479 1650  1  3 71 25  0 2025-04-19 14:56:17
 0  0      0  86972   1784 138516    0    0  7477     5  529  678  0  1 98  0  0 2025-04-19 14:56:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  1      0  84852    480 141948    0    0 134097     5 1673 1848  1  3 57 38  0 2025-04-19 14:56:28
 1  0      0  85844    856 140652    0    0  6650    28  497  645  0  1 99  0  0 2025-04-19 14:56:33
 3  2      0  72580    452 153128    0    0 28455     5  855 1173  1  1 93  5  0 2025-04-19 14:56:38
 0  0      0  78780   2372 142332    0    0 75646    10 1147 1238  1  2 80 17  0 2025-04-19 14:56:43
 0  0      0  85544    268 139748    0    0  6270     8  460  652  0  1 99  0  0 2025-04-19 14:56:48
 0  0      0  79300    540 146404    0    0 126266    10 1787 1936  1  3 64 32  0 2025-04-19 14:56:53
 0  0      0  70232   1044 154896    0    0  1802     5  397  608  0  0 99  0  0 2025-04-19 14:56:58
 2  0      0  78288    220 149040    0    0 72001     5 1342 1597  1  2 79 18  1 2025-04-19 14:57:03
 0  0      0  76476   2220 145204    0    0 54562    21  961 1081  0  2 86 11  0 2025-04-19 14:57:08
 0  0      0  74384   1848 145520    0    0  5556     9  520  687  1  1 98  0  0 2025-04-19 14:57:13
 0  0      0  84688    832 141864    0    0 129713    27 1743 1909  1  3 62 33  0 2025-04-19 14:57:18
 0  0      0  82916    820 142892    0    0  4005     2  401  612  0  0 99  0  0 2025-04-19 14:57:23
 0  0      0  68604    580 158036    0    0 85854     6 1331 1582  1  2 70 26  0 2025-04-19 14:57:28
 1  0      0  72788   1008 153164    0    0  2394    10  410  626  0  0 99  0  0 2025-04-19 14:57:33
 2  0      0  69440    732 144144    0    0 32478    24  919 1217  1  1 92  5  0 2025-04-19 14:57:38
