procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  95620   3496 306504    0    0     0   112  491  761  1  1 98  0  0 2025-04-19 11:59:55
 0  0      0  95620   3496 306512    0    0     0     0  504  741  1  1 98  0  1 2025-04-19 11:59:56
 0  0      0  95620   3496 306512    0    0     0   128  550  807  1  0 98  0  1 2025-04-19 11:59:57
 0  0      0  91272   3504 306516    0    0     0    64  797  963  2  1 95  0  2 2025-04-19 11:59:58
 0  0      0  91272   3504 306516    0    0     0     0  453  707  1  0 99  0  0 2025-04-19 11:59:59
 0  0      0  91272   3504 306520    0    0     0     0  494  726  1  1 98  0  0 2025-04-19 12:00:00
 0  0      0  91272   3504 306520    0    0     0     0  527  782  0  0 100  0  0 2025-04-19 12:00:01
 0  0      0  91272   3504 306524    0    0     0     8  743  931  1  1 94  0  4 2025-04-19 12:00:02
 0  0      0  87176   3512 306528    0    0     0    96 1434 2572  2  2 88  0  7 2025-04-19 12:00:03
 0  0      0  86924   3512 306524    0    0     0     0  906 1061  2  1 95  0  2 2025-04-19 12:00:04
 0  0      0  86924   3512 306528    0    0     0     0  474  720  0  1 96  0  3 2025-04-19 12:00:05
 0  0      0  86672   3512 306528    0    0     0     0  545  771  1  1 96  0  2 2025-04-19 12:00:06
 0  0      0  86672   3512 306528    0    0     0     4  545  810  1  1 95  0  3 2025-04-19 12:00:07
 0  0      0  82576   3520 306528    0    0     0    96  762  986  1  1 95  0  3 2025-04-19 12:00:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  82576   3520 306536    0    0     0     0  486  748  1  1 97  0  1 2025-04-19 12:00:09
 0  0      0  82352   3520 306536    0    0     0     0  454  712  1  0 98  0  1 2025-04-19 12:00:10
 0  0      0  82352   3520 306536    0    0     0     0  733 1149  1  1 96  0  2 2025-04-19 12:00:11
 0  0      0  82352   3520 306536    0    0     0     4  668  948  1  1 97  0  1 2025-04-19 12:00:12
 0  0      0  78256   3528 308508    0    0  1964   176 1778 2887  3  2 92  0  3 2025-04-19 12:00:13
 1  0      0  78256   3528 308508    0    0     0     8  552  826  1  0 98  0  1 2025-04-19 12:00:14
 1  0      0  78256   3528 308508    0    0     0     0  554  797  1  1 96  0  3 2025-04-19 12:00:15
 0  0      0  77752   3528 308512    0    0     0     4  675  883  1  1 94  0  4 2025-04-19 12:00:16
 0  0      0  73720   3684 312520    0    0  4148   104  717 1018  1  1 97  0  2 2025-04-19 12:00:17
 0  0      0  73468   3812 312524    0    0   132     0  480  741  0  1 98  0  1 2025-04-19 12:00:18
 1  0      0  82956   3812 312524    0    0     0     0  558  755  1  1 95  0  3 2025-04-19 12:00:19
 1  0      0  82956   3812 312524    0    0     0     4  473  709  1  0 98  0  1 2025-04-19 12:00:20
 0  0      0  81196   3812 312524    0    0     0     0  705  920  1  1 95  0  3 2025-04-19 12:00:21
 0  0      0  81196   3820 312524    0    0     0    68  445  771  0  0 96  0  3 2025-04-19 12:00:22
 0  0      0  71536   3820 312524    0    0     0    96 1538 2530  3  2 92  0  3 2025-04-19 12:00:23
 2  0      0  75504   3820 312528    0    0     0    16  682  903  1  2 95  0  2 2025-04-19 12:00:24
 1  0      0  75504   3960 312472    0    0   160     0  614  831  1  1 95  0  3 2025-04-19 12:00:25
 1  0      0  75504   3960 312552    0    0     0     4  734  905  1  1 96  0  2 2025-04-19 12:00:26
 0  0      0  75504   3968 312544    0    0     0   112  534  798  0  1 96  0  3 2025-04-19 12:00:27
 0  0      0  75504   3968 312552    0    0     0     0  460  735  0  1 97  0  2 2025-04-19 12:00:28
 0  0      0  75252   3968 312556    0    0     0     4  748  942  1  1 96  0  2 2025-04-19 12:00:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  75252   3968 312560    0    0     0     0  451  715  0  1 98  0  1 2025-04-19 12:00:30
 1  0      0  75000   3968 312564    0    0     0     0  492  731  1  0 97  0  1 2025-04-19 12:00:31
 0  0      0  75000   3976 312564    0    0     0    84  531  797  0  0 96  1  2 2025-04-19 12:00:32
 0  0      0  66380   5728 315624    0    0  4844     0 2114 3096  5  3 89  1  3 2025-04-19 12:00:33
 1  0      0  83276   5276 306612    0    0     0    76  875 1146  2  1 96  0  1 2025-04-19 12:00:34
 0  0      0  82784   5276 306612    0    0     0     0  494  739  0  1 97  0  2 2025-04-19 12:00:35
 0  0      0  82784   5276 306612    0    0     0     0  476  719  0  0 99  0  0 2025-04-19 12:00:36
 0  0      0  82784   5280 306612    0    0     4     0  556  820  1  1 96  0  2 2025-04-19 12:00:37
 0  0      0  82532   5280 306612    0    0     0    88  499  804  1  0 98  0  1 2025-04-19 12:00:38
 0  0      0  97772   5288 306612    0    0     0    44  963 1146  2  2 93  0  3 2025-04-19 12:00:39
 1  0      0  94748   5288 309556    0    0  2988     0  546  839  1  1 96  0  2 2025-04-19 12:00:40
 0  0      0  91224   5556 309860    0    0   524     0 1003 1306  2  2 94  0  2 2025-04-19 12:00:41
 0  0      0  90468   5556 309860    0    0     0     0  880 1204  2  1 95  0  2 2025-04-19 12:00:42
 1  0      0  74652   5644 312048    0    0  2348     0 1716 2818  4  2 89  0  4 2025-04-19 12:00:43
 0  0      0  71124   5652 313100    0    0   988    84 1249 1376  3  3 93  0  0 2025-04-19 12:00:44
 0  0      0  70872   5660 313116    0    0     4     8  819 1143  2  1 95  0  1 2025-04-19 12:00:45
 0  0      0  68100   5660 313116    0    0     0     0  957 1205  2  2 94  0  1 2025-04-19 12:00:46
 0  0      0 152708   5172 254308    0    0  4900     8 1381 1402  2  4 93  0  1 2025-04-19 12:00:47
 0  0      0 151476   5172 254364    0    0     0     0  658  892  1  1 98  0  0 2025-04-19 12:00:48
 0  0      0 143864   5312 254364    0    0   132    84  966 1225  2  3 93  0  2 2025-04-19 12:00:49
 0  0      0 142856   5312 254368    0    0     0     0  880 1069  2  2 95  0  2 2025-04-19 12:00:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0 142100   5312 254368    0    0     0     0  804 1054  2  1 95  0  2 2025-04-19 12:00:51
 1  0      0 139328   5316 254372    0    0     4    12 1036 1251  2  2 94  0  1 2025-04-19 12:00:52
 1  0      0 126880   5320 256032    0    0  1668     4 2022 3157  4  3 91  0  3 2025-04-19 12:00:53
 0  0      0 124864   5328 256028    0    0     0    96 1104 1394  3  3 93  0  1 2025-04-19 12:00:54
 0  0      0 124360   5336 257204    0    0  1168    68 1101 1278  3  3 94  0  1 2025-04-19 12:00:55
 0  0      0 124108   5336 257208    0    0     0     0  659  845  1  1 98  0  0 2025-04-19 12:00:56
 0  0      0 124108   5340 257204    0    0     4    12  593  820  1  0 98  0  0 2025-04-19 12:00:57
 0  0      0 124108   5340 257216    0    0     0     8  789  934  1  1 96  0  2 2025-04-19 12:00:58
 0  0      0 124108   5340 257216    0    0     0     0  758  957  2  1 95  0  2 2025-04-19 12:00:59
 0  0      0 124108   5348 257216    0    0     0    80  509  733  1  1 97  0  1 2025-04-19 12:01:00
 1  0      0 124108   5348 257216    0    0     0     0  581  842  1  0 97  0  2 2025-04-19 12:01:01
 0  0      0 124108   5348 257216    0    0     0     0  499  782  1  1 98  0  1 2025-04-19 12:01:02
 3  0      0 115916   5348 257216    0    0     0     0  925 1316  1  1 94  0  4 2025-04-19 12:01:03
 0  0      0 131696   5348 257216    0    0     0     4 1384 2229  3  2 94  0  1 2025-04-19 12:01:04
 0  0      0 131696   5356 257216    0    0     0    72  567  831  0  1 98  0  1 2025-04-19 12:01:05
 1  0      0 131696   5356 257216    0    0     0     0  620  830  1  0 98  0  1 2025-04-19 12:01:06
 0  0      0 131696   5356 257216    0    0     0     0  567  837  1  1 96  0  3 2025-04-19 12:01:07
 0  0      0 131696   5356 257224    0    0     0     4  778  901  1  1 97  0  1 2025-04-19 12:01:08
 1  0      0 129176   5356 257224    0    0     0     0  768  977  1  2 95  0  2 2025-04-19 12:01:09
 0  0      0 129176   5364 257228    0    0     0   132  527  759  0  1 97  0  2 2025-04-19 12:01:10
 1  0      0 128924   5364 257228    0    0     0     8  924 1099  2  1 94  0  2 2025-04-19 12:01:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0 113792   5364 270808    0    0 13576     0  774  865  5  1 93  0  1 2025-04-19 12:01:12
 0  0      0 130368   5364 270808    0    0     0     0  486  697  1  1 98  0  1 2025-04-19 12:01:13
 1  0      0 113876   5364 270812    0    0     0     0 1529 2467  3  2 95  0  1 2025-04-19 12:01:14
 0  0      0 113876   5372 270804    0    0     0    96  526  795  1  0 99  0  0 2025-04-19 12:01:15
 0  0      0 113372   5372 270804    0    0     0     8  765  921  1  1 97  0  1 2025-04-19 12:01:16
 0  0      0 113372   5372 270812    0    0     0     0  594  817  1  1 98  0  1 2025-04-19 12:01:17
 0  0      0 113120   5372 270812    0    0     0     0  498  706  0  0 98  0  2 2025-04-19 12:01:18
 0  0      0 112896   5372 270816    0    0     0     0 1013 1169  3  2 95  0  1 2025-04-19 12:01:19
 1  0      0 112896   5380 270808    0    0     0    68  500  746  1  1 98  0  1 2025-04-19 12:01:20
 0  0      0 112896   5388 270848    0    0    28    56  870 1000  2  1 96  0  1 2025-04-19 12:01:21
 0  0      0 112896   5388 270848    0    0     0     0  545  815  0  1 97  0  2 2025-04-19 12:01:22
 0  0      0 112656   5388 270848    0    0     0     4  589  811  1  1 98  0  1 2025-04-19 12:01:23
 0  0      0 121940   5388 271316    0    0   464     4 1731 2816  3  3 92  0  2 2025-04-19 12:01:24
 1  0      0 119964   5388 271316    0    0     0     0  619  876  1  1 98  0  1 2025-04-19 12:01:25
 0  0      0 119208   5524 271320    0    0   132    88  762  970  1  1 95  0  3 2025-04-19 12:01:26
 2  0      0 119208   5524 271328    0    0     0     0  635  890  1  1 97  0  2 2025-04-19 12:01:27
 0  0      0 118732   5524 271328    0    0     0    12  494  729  0  0 99  0  0 2025-04-19 12:01:28
 0  0      0 117472   5524 271332    0    0     0    12  957 1141  2  2 94  0  1 2025-04-19 12:01:29
 0  0      0 117472   5524 271332    0    0     0    12  567  826  0  1 99  0  0 2025-04-19 12:01:30
 0  0      0 117220   5532 271332    0    0     0   104  503  753  1  1 98  0  1 2025-04-19 12:01:31
 0  0      0 117220   5532 271332    0    0     0     0  528  802  0  1 97  0  2 2025-04-19 12:01:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0 117220   5532 271332    0    0     0     0  551  796  1  0 97  0  2 2025-04-19 12:01:33
 0  0      0 109028   5532 271328    0    0     0     0 1782 2832  3  3 93  0  1 2025-04-19 12:01:34
 1  0      0 109028   5532 271336    0    0     0     8  694  898  1  1 98  0  0 2025-04-19 12:01:35
 0  0      0 109028   5540 271336    0    0     0    84  527  777  0  1 98  0  1 2025-04-19 12:01:36
 0  0      0 107768   5548 275276    0    0  4004    52  823  998  2  2 94  0  2 2025-04-19 12:01:37
 0  0      0 107768   5548 275276    0    0     0     0  533  737  1  1 97  0  1 2025-04-19 12:01:38
 0  0      0 105752   5548 275344    0    0     0     0  751  940  1  1 97  0  1 2025-04-19 12:01:39
 0  0      0 105752   5548 275348    0    0     0     0  800  976  1  1 95  0  2 2025-04-19 12:01:40
 0  0      0 105752   5548 275348    0    0     0    64  577  837  1  0 98  0  1 2025-04-19 12:01:41
 0  0      0 105752   5556 275340    0    0     0    92  544  815  0  1 96  1  2 2025-04-19 12:01:42
 0  0      0 105500   5556 275348    0    0     0     0  557  752  1  1 97  0  2 2025-04-19 12:01:43
 0  0      0 111488   5556 275348    0    0     0     0 1859 3054  3  2 92  0  2 2025-04-19 12:01:44
 2  0      0 111488   5556 275352    0    0     0     0  825  987  2  2 95  0  1 2025-04-19 12:01:45
 2  0      0 111488   5556 275360    0    0     0     8  566  826  1  0 99  0  0 2025-04-19 12:01:46
 2  0      0 111488   5560 275360    0    0     0    68  571  872  1  1 98  0  1 2025-04-19 12:01:47
 1  0      0 111488   5564 275360    0    0     0     8  559  775  1  1 98  0  0 2025-04-19 12:01:48
 0  0      0 111488   5564 275360    0    0     0     0  753  935  1  2 97  0  0 2025-04-19 12:01:49
 1  0      0 111488   5564 275360    0    0     0     0  738  858  1  1 97  0  1 2025-04-19 12:01:50
 0  0      0 111488   5564 275360    0    0     0     4  583  802  1  1 98  0  0 2025-04-19 12:01:51
 0  0      0 111488   5564 275360    0    0     0     0  503  759  1  1 98  0  1 2025-04-19 12:01:52
 0  0      0 111236   5572 275364    0    0     0    72  871  992  1  1 97  0  0 2025-04-19 12:01:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0 117244   5572 275364    0    0     0     0 1740 2912  3  3 92  0  1 2025-04-19 12:01:54
 0  0      0 117004   5572 275364    0    0     0     0  584  830  1  0 98  0  1 2025-04-19 12:01:55
 0  0      0 117004   5580 275368    0    0     0   100  859 1038  1  2 96  0  1 2025-04-19 12:01:56
 0  0      0 117004   5580 275368    0    0     0     0  549  839  1  0 97  0  2 2025-04-19 12:01:57
 0  0      0 117004   5580 275372    0    0     0     0  691  886  1  1 98  0  1 2025-04-19 12:01:58
 0  0      0 116248   5580 275376    0    0     0     0  853 1081  1  2 95  0  2 2025-04-19 12:01:59
 0  0      0 116248   5580 275380    0    0     0     8  531  747  0  1 99  0  0 2025-04-19 12:02:00
 0  0      0 115996   5588 275380    0    0     0    88  811  982  1  1 97  0  1 2025-04-19 12:02:01
 2  0      0 115996   5588 275380    0    0     0     4  588  855  1  1 97  0  1 2025-04-19 12:02:02
 0  0      0 115996   5588 275380    0    0     0     0  578  790  1  0 97  0  1 2025-04-19 12:02:03
 0  0      0 100964   5588 275536    0    0   152     8 2126 3156  5  4 88  0  3 2025-04-19 12:02:04
 0  0      0 100964   5588 275536    0    0     0     0  539  764  1  1 98  0  1 2025-04-19 12:02:05
 0  0      0 100964   5596 275536    0    0     0   112  615  844  1  1 96  0  1 2025-04-19 12:02:06
 0  0      0 100964   5596 275540    0    0     0     4  740 1024  1  1 97  0  1 2025-04-19 12:02:07
 2  0      0 100964   5596 275540    0    0     0     0  525  752  1  1 98  0  0 2025-04-19 12:02:08
 0  0      0  98948   5596 275544    0    0     0     0  877 1108  2  2 94  0  2 2025-04-19 12:02:09
 0  0      0  98948   5596 275544    0    0     0     0  659 1016  1  1 96  0  2 2025-04-19 12:02:10
 0  0      0  98948   5604 275544    0    0     0    72  529  784  0  1 99  0  0 2025-04-19 12:02:11
