procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0 103248   3808 274656    0    0     0    68  828  974  1  1 96  0  1 2025-04-19 12:06:42
 0  0      0 103008   3808 274660    0    0     0     0  534  747  1  0 99  0  0 2025-04-19 12:06:43
 0  0      0 102756   3808 274660    0    0     0     0  543  771  0  1 98  0  1 2025-04-19 12:06:44
 0  0      0 102756   3808 274664    0    0     0     8  682  858  1  1 96  0  1 2025-04-19 12:06:45
 0  0      0 108352   3808 274680    0    0     0     4 2028 3032  4  4 91  0  1 2025-04-19 12:06:46
 0  0      0 107876   3816 274676    0    0     0   100  725 1094  1  1 96  0  2 2025-04-19 12:06:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0 107876   3816 274676    0    0     0     0  538  750  1  0 98  0  1 2025-04-19 12:06:48
 0  0      0 107624   3816 274680    0    0     0     4  816 1004  1  1 96  0  2 2025-04-19 12:06:49
 0  0      0 106112   3816 274680    0    0     0     0  537  758  1  1 97  0  1 2025-04-19 12:06:50
 0  0      0 103596   3824 274680    0    0     0   108  899 1091  2  2 95  0  1 2025-04-19 12:06:51
 0  0      0 103092   3824 274680    0    0     0     0  548  785  1  1 98  0  0 2025-04-19 12:06:52
 0  0      0 101580   3824 274684    0    0     0     0  699  884  1  1 96  0  1 2025-04-19 12:06:53
 0  0      0 101076   3824 274684    0    0     0     4  575  813  1  0 96  0  3 2025-04-19 12:06:54
 0  0      0 101076   3824 274684    0    0     0     8  501  733  0  1 98  0  0 2025-04-19 12:06:55
 0  0      0  84264   3832 274688    0    0     0   116 1885 2836  4  3 89  0  4 2025-04-19 12:06:56
 2  0      0 102960   3832 274696    0    0     0     0  844 1141  2  1 95  0  2 2025-04-19 12:06:57
 0  0      0 102468   3832 274696    0    0     0     8  607  814  1  1 98  0  0 2025-04-19 12:06:58
 0  0      0 102468   3832 274696    0    0     0     0  592  824  1  0 98  0  1 2025-04-19 12:06:59
 0  0      0 102216   3832 274696    0    0     0     0  436  705  0  1 97  0  1 2025-04-19 12:07:00
 0  0      0  97684   3832 274696    0    0     0     0  897 1178  1  2 95  0  2 2025-04-19 12:07:01
 0  0      0  97180   3840 274696    0    0     0    72  804 1020  1  1 96  0  1 2025-04-19 12:07:02
 0  0      0  97180   3840 274700    0    0     0    16  628  857  1  1 97  0  1 2025-04-19 12:07:03
 0  0      0  97180   3840 274700    0    0     0     0  597  832  0  1 98  0  1 2025-04-19 12:07:04
 0  0      0  97180   3840 274704    0    0     0    16  558  781  1  1 98  0  0 2025-04-19 12:07:05
 0  0      0  89836   3848 274708    0    0     0    88 1763 2738  3  3 91  0  3 2025-04-19 12:07:06
 0  0      0  89836   3848 274708    0    0     0     4  629  939  1  1 98  0  0 2025-04-19 12:07:07
 0  0      0  89584   3848 274708    0    0     0     4  535  788  1  1 96  0  2 2025-04-19 12:07:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  89584   3848 274712    0    0     0     0  535  772  0  0 97  0  2 2025-04-19 12:07:09
 0  0      0  89584   3848 274712    0    0     0    40  681  930  1  1 98  0  0 2025-04-19 12:07:10
 0  0      0  88072   3856 274716    0    0     0    84  936 1111  3  2 95  0  1 2025-04-19 12:07:11
 0  0      0  87848   3856 274716    0    0     0     0  523  782  1  1 97  0  1 2025-04-19 12:07:12
 0  0      0  87848   3856 274716    0    0     0     0  495  753  0  0 98  0  1 2025-04-19 12:07:13
 0  0      0  87848   3856 274716    0    0     0     4  497  749  1  0 99  0  0 2025-04-19 12:07:14
 0  0      0  87848   3856 274716    0    0     0     0  669  859  1  1 97  0  2 2025-04-19 12:07:15
 0  0      0  83248   3864 274716    0    0     0    52 1889 3012  3  3 93  0  0 2025-04-19 12:07:16
 0  0      0  83248   3864 274716    0    0     0     0  568  914  0  1 99  0  0 2025-04-19 12:07:17
 0  0      0  83248   3864 274720    0    0     0     0  521  803  0  1 98  0  1 2025-04-19 12:07:18
 0  0      0  81736   3864 274724    0    0     0     0  750  928  1  1 97  0  1 2025-04-19 12:07:19
 0  0      0  81736   3864 274728    0    0     0     0  482  735  0  1 98  0  1 2025-04-19 12:07:20
 0  0      0  98460   3872 276020    0    0  1292    88  795 1086  1  1 94  0  3 2025-04-19 12:07:21
 0  0      0  97996   3872 276020    0    0     0     0  487  768  1  0 99  0  0 2025-04-19 12:07:22
 0  0      0  97496   3872 276020    0    0     0     0  550  799  1  1 97  0  1 2025-04-19 12:07:23
 0  0      0  97496   3872 276020    0    0     0     0  472  732  0  0 97  0  2 2025-04-19 12:07:24
 0  0      0  97244   3872 276024    0    0     0     4  669  869  1  1 96  0  2 2025-04-19 12:07:25
 1  0      0  86312   3880 276028    0    0     0    80 1612 2523  3  3 94  0  1 2025-04-19 12:07:26
 0  0      0  86060   3880 276024    0    0     0     4 1018 1479  2  1 94  0  2 2025-04-19 12:07:27
 0  0      0  86060   3880 276024    0    0     0     0  507  780  0  0 99  0  0 2025-04-19 12:07:28
 0  0      0 103516   3880 276024    0    0     0     0  752  900  1  1 97  0  1 2025-04-19 12:07:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0 103516   3880 276024    0    0     0     0  493  709  0  0 98  0  1 2025-04-19 12:07:30
 0  0      0  99988   3888 276024    0    0     0    72  796 1072  2  2 97  0  0 2025-04-19 12:07:31
 0  0      0  99736   3888 276028    0    0     0     8  516  822  1  0 98  0  1 2025-04-19 12:07:32
 0  0      0  99512   3896 276032    0    0     0    76  758  951  1  1 97  0  1 2025-04-19 12:07:33
 0  0      0  99512   3896 276032    0    0     0    20  544  795  0  1 98  0  1 2025-04-19 12:07:34
 0  0      0  99260   3896 276032    0    0     0     0  510  761  1  0 99  0  1 2025-04-19 12:07:35
 0  0      0  96992   3896 276032    0    0     0     0  768 1010  1  2 95  0  1 2025-04-19 12:07:36
 0  0      0  83192   3912 276036    0    0     0   132 2412 3980  5  3 89  0  3 2025-04-19 12:07:37
 0  0      0  83192   3912 276036    0    0     0     0  657  882  1  1 97  0  1 2025-04-19 12:07:38
 0  0      0  83192   3912 276040    0    0     0     4  509  758  1  0 97  0  2 2025-04-19 12:07:39
 0  0      0  83192   3912 276040    0    0     0     8  642  957  1  1 97  0  1 2025-04-19 12:07:40
 0  0      0  81428   3912 276040    0    0     0     0 1042 1250  3  2 95  0  1 2025-04-19 12:07:41
 0  0      0  81204   3920 276032    0    0     0    52  675  956  1  1 97  0  1 2025-04-19 12:07:42
 0  0      0  81204   3920 276040    0    0     0     0  547  774  1  0 98  0  0 2025-04-19 12:07:43
 0  0      0  81456   3920 276040    0    0     0     0  531  756  1  1 97  0  1 2025-04-19 12:07:44
 0  0      0  81456   3920 276044    0    0     0     4  776  927  1  1 98  0  0 2025-04-19 12:07:45
 0  0      0  96916   3920 276048    0    0     0    68  710  951  1  1 97  0  0 2025-04-19 12:07:46
 0  0      0 104464   3920 276044    0    0     0     0 1483 2586  2  2 96  0  0 2025-04-19 12:07:47
 0  0      0 104464   3928 276048    0    0     0    84  646  834  2  1 96  0  1 2025-04-19 12:07:48
 0  0      0 104464   3928 276052    0    0     0     0  829 1003  1  1 97  0  1 2025-04-19 12:07:49
 0  0      0 104464   3928 276052    0    0     0     4  506  759  1  0 98  0  1 2025-04-19 12:07:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0 104212   3928 276052    0    0     0    36  548  839  0  1 97  0  2 2025-04-19 12:07:51
 0  0      0 104212   3928 276056    0    0     0     0  510  816  1  1 98  0  0 2025-04-19 12:07:52
 0  0      0 104212   3936 276056    0    0     0    76  646  867  1  1 98  0  0 2025-04-19 12:07:53
 0  0      0 103708   3936 276064    0    0     0     0  627  827  1  1 97  0  1 2025-04-19 12:07:54
 0  0      0 103708   3936 276064    0    0     0     0  521  755  1  1 96  0  3 2025-04-19 12:07:55
 0  0      0 103484   3936 276064    0    0     0     8  511  728  0  1 97  0  2 2025-04-19 12:07:56
 0  0      0 103508   3936 276064    0    0     0     0 1868 3117  3  2 94  0  1 2025-04-19 12:07:57
 0  0      0 103508   3944 276060    0    0     0    72  646  884  1  1 97  0  1 2025-04-19 12:07:58
 0  0      0  97964   3944 281364    0    0  5348     0  690  910  1  1 95  0  2 2025-04-19 12:07:59
 0  0      0  97964   3944 281416    0    0     0     0  498  729  0  0 98  0  1 2025-04-19 12:08:00
 0  0      0  96708   3952 281416    0    0     0    92  765  950  1  1 95  0  3 2025-04-19 12:08:01
 1  0      0  96708   3952 281420    0    0     0     8  465  749  0  1 96  0  3 2025-04-19 12:08:02
 0  0      0  96216   3952 281420    0    0     0     4  532  803  1  1 97  0  2 2025-04-19 12:08:03
 0  0      0  96216   3952 281420    0    0     0     0  484  742  0  1 99  0  0 2025-04-19 12:08:04
 0  0      0  95712   3956 281428    0    0     4    20  763  918  1  1 96  0  1 2025-04-19 12:08:05
 0  0      0  95712   3956 281428    0    0     0     0  507  742  1  0 98  0  1 2025-04-19 12:08:06
 0  0      0  85000   3964 281420    0    0     0    84 1489 2669  2  2 95  0  1 2025-04-19 12:08:07
 0  0      0  85000   3964 281428    0    0     0    84  475  763  1  0 99  0  1 2025-04-19 12:08:08
 0  0      0  85000   3964 281432    0    0     0     4  749  947  1  1 97  0  1 2025-04-19 12:08:09
 0  0      0  84776   3964 281432    0    0     0    16  688 1142  1  1 98  0  0 2025-04-19 12:08:10
 0  0      0  84776   3964 281432    0    0     0     0  523  767  0  1 98  0  1 2025-04-19 12:08:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  84776   3972 281432    0    0     0    80  572  810  1  0 95  0  3 2025-04-19 12:08:12
 0  0      0  84776   3972 281432    0    0     0     4  743  941  1  1 97  0  0 2025-04-19 12:08:13
 0  0      0  84776   3972 281436    0    0     0     4  502  743  0  1 97  0  2 2025-04-19 12:08:14
 0  0      0  84776   3972 281440    0    0     0     4  520  790  1  0 96  0  3 2025-04-19 12:08:15
 0  0      0  84524   3972 281440    0    0     0     0  791  963  1  1 97  0  0 2025-04-19 12:08:16
 0  0      0  84276   3980 281440    0    0     0   100 1700 2802  3  1 95  0  1 2025-04-19 12:08:17
 0  0      0  84276   3980 281448    0    0     0     0  500  761  0  1 98  0  0 2025-04-19 12:08:18
 0  0      0  84276   3980 281448    0    0     0     0  553  823  0  0 98  0  1 2025-04-19 12:08:19
 0  0      0  84276   3980 281448    0    0     0     4  704  871  1  1 97  0  1 2025-04-19 12:08:20
 0  0      0  84276   3980 281452    0    0     0     0  561  805  1  0 98  0  1 2025-04-19 12:08:21
 0  0      0  84276   3988 281452    0    0     0    96  607  854  1  0 99  0  0 2025-04-19 12:08:22
 0  0      0  84276   3988 281452    0    0     0     0  503  766  0  1 99  0  0 2025-04-19 12:08:23
 1  0      0  84276   3988 281452    0    0     0     4  760  892  1  1 95  0  2 2025-04-19 12:08:24
 1  0      0  84276   3988 281456    0    0     0     0  545  752  0  0 99  0  0 2025-04-19 12:08:25
 0  0      0  84276   3988 281456    0    0     0     4  546  758  0  1 98  0  1 2025-04-19 12:08:26
 0  0      0  83520   3996 281532    0    0   136    68 1627 2876  2  2 96  0  1 2025-04-19 12:08:27
 1  0      0  83296   3996 281600    0    0     0     4  888 1010  1  2 95  0  2 2025-04-19 12:08:28
 0  0      0  83296   3996 281600    0    0     0     0  570  805  1  0 98  0  1 2025-04-19 12:08:29
 0  0      0  83296   3996 281600    0    0     0     0  470  725  0  0 99  0  1 2025-04-19 12:08:30
 0  0      0  83296   3996 281600    0    0     0     0  515  756  1  1 97  0  1 2025-04-19 12:08:31
 0  0      0  83296   4004 281600    0    0     0    88  753  959  1  1 96  0  2 2025-04-19 12:08:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  83296   4004 281604    0    0     0     0  491  757  0  0 99  0  1 2025-04-19 12:08:33
 0  0      0  83296   4004 281608    0    0     0     4  721  908  1  1 96  0  1 2025-04-19 12:08:34
 0  0      0  83296   4004 281608    0    0     0     8  468  734  0  0 99  0  1 2025-04-19 12:08:35
 0  0      0  83072   4004 281608    0    0     0     0  466  700  0  1 98  0  1 2025-04-19 12:08:36
 0  0      0  83072   4012 281608    0    0     0    88 1501 2750  2  2 94  0  2 2025-04-19 12:08:37
 0  0      0  83072   4020 281612    0    0     0    92  782  944  1  1 97  0  1 2025-04-19 12:08:38
 0  0      0  83072   4020 281616    0    0     0     8  560  820  0  0 98  0  1 2025-04-19 12:08:39
 1  0      0  82848   4020 281616    0    0     0     0  608  948  1  1 98  0  1 2025-04-19 12:08:40
 0  0      0  82848   4020 281616    0    0     0     0  660  901  1  1 97  0  1 2025-04-19 12:08:41
 0  0      0  82848   4020 281616    0    0     0     4  645  905  1  1 97  0  1 2025-04-19 12:08:42
 1  0      0  82848   4028 281616    0    0     0    92  558  810  0  1 99  0  0 2025-04-19 12:08:43
 0  0      0  82848   4028 281616    0    0     0   108  516  745  1  0 97  0  2 2025-04-19 12:08:44
 0  0      0  82848   4028 281616    0    0     0     0  690  880  1  1 93  0  5 2025-04-19 12:08:45
 0  0      0  82848   4028 281624    0    0     0     0  517  744  0  1 97  0  2 2025-04-19 12:08:46
 0  0      0  74184   4028 281596    0    0     0     0 1434 2509  2  2 95  0  1 2025-04-19 12:08:47
 1  0      0  74184   4036 281592    0    0     0    56  532  783  0  0 98  0  1 2025-04-19 12:08:48
 0  0      0  92312   4036 281592    0    0     0     8  794 1000  1  1 97  0  1 2025-04-19 12:08:49
 0  0      0  92312   4036 281592    0    0     0    36  501  740  1  0 98  0  1 2025-04-19 12:08:50
 0  0      0  91808   4036 281596    0    0     0     0  761  945  1  1 95  0  3 2025-04-19 12:08:51
 0  0      0  91556   4036 281596    0    0     0     0  494  773  1  0 99  0  0 2025-04-19 12:08:52
 0  0      0  91080   4044 281596    0    0     0    84  524  821  1  1 98  0  1 2025-04-19 12:08:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 3  0      0  91080   4044 281596    0    0     0     4  482  708  1  1 97  0  1 2025-04-19 12:08:54
 0  0      0  90580   4044 281600    0    0     0     4  757  916  1  1 98  0  0 2025-04-19 12:08:55
 0  0      0  90580   4044 281600    0    0     0    20  489  749  0  0 99  0  1 2025-04-19 12:08:56
 0  0      0  81192   4052 281604    0    0     0    84 1620 2434  3  3 89  0  5 2025-04-19 12:08:57
 0  0      0  78924   4052 281600    0    0     0     0  806 1043  2  2 95  0  1 2025-04-19 12:08:58
 0  0      0  78924   4052 281600    0    0     0     0  583  829  1  1 98  0  1 2025-04-19 12:08:59
 0  0      0  78672   4052 281600    0    0     0     4  531  765  0  0 98  0  1 2025-04-19 12:09:00
 0  0      0  78672   4052 281604    0    0     0     4  850 1013  1  2 96  0  1 2025-04-19 12:09:01
 0  0      0  78448   4052 281604    0    0     0     8  543  793  1  0 98  0  1 2025-04-19 12:09:02
 0  0      0  75676   4060 281616    0    0     0   100 1055 1241  2  2 94  0  2 2025-04-19 12:09:03
 0  0      0  75676   4060 281616    0    0     0     0  526  754  0  1 98  0  0 2025-04-19 12:09:04
 0  0      0  75676   4060 281616    0    0     0     0  561  794  0  0 99  0  0 2025-04-19 12:09:05
 0  0      0  75200   4060 281616    0    0     0    12  710  863  1  1 97  0  0 2025-04-19 12:09:06
 0  0      0  73940   4060 281616    0    0     0     4 1621 2721  3  1 94  0  1 2025-04-19 12:09:07
 0  0      0  72428   4068 281616    0    0     0   192  827 1111  1  2 97  0  0 2025-04-19 12:09:08
 0  0      0  72176   4068 281624    0    0     0    12  798  968  2  1 95  0  2 2025-04-19 12:09:09
 0  0      0  72176   4068 281624    0    0     0     0  598  899  1  0 99  0  0 2025-04-19 12:09:10
 0  0      0  72176   4068 281624    0    0     0     0  672  931  1  1 98  0  0 2025-04-19 12:09:11
 0  0      0  71952   4068 281624    0    0     0     4  556  803  0  0 98  0  1 2025-04-19 12:09:12
 0  0      0  71952   4076 281628    0    0     0    64  832 1006  1  1 97  0  0 2025-04-19 12:09:13
 0  0      0  71952   4076 281628    0    0     0     0  507  734  0  1 98  0  1 2025-04-19 12:09:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 3  0      0  71728   4084 281620    0    0     0    92  791  957  1  1 97  0  1 2025-04-19 12:09:15
 0  0      0  71728   4084 281628    0    0     0     0  484  736  1  1 98  0  0 2025-04-19 12:09:16
 0  0      0  69460   4084 281628    0    0    28     0 1506 2524  2  2 96  0  0 2025-04-19 12:09:17
 0  0      0  69460   4084 281664    0    0     0     8  675  931  1  1 97  0  1 2025-04-19 12:09:18
 0  0      0  69460   4084 281664    0    0     0     4  763  973  1  1 98  0  0 2025-04-19 12:09:19
 0  0      0  69460   4092 281668    0    0     0    92  647  855  1  1 98  0  0 2025-04-19 12:09:20
 0  0      0  69460   4092 281668    0    0     0     0  750  978  1  1 97  0  1 2025-04-19 12:09:21
 0  0      0  69460   4092 281668    0    0     0     0  497  786  1  1 98  0  1 2025-04-19 12:09:22
 0  0      0  69460   4092 281672    0    0     0     4  618  879  1  1 97  0  1 2025-04-19 12:09:23
 0  0      0  69460   4092 281680    0    0     0     4  667  844  1  1 98  0  0 2025-04-19 12:09:24
 0  0      0  69460   4092 281684    0    0     0     0  618  867  1  2 97  0  0 2025-04-19 12:09:25
 0  0      0  69460   4100 281684    0    0     0    64  539  729  1  0 99  0  0 2025-04-19 12:09:26
 0  0      0  79076   4100 274888    0    0    68     0 1604 2607  2  2 95  0  1 2025-04-19 12:09:27
 0  0      0  79064   4100 274960    0    0     0     0  804  967  1  1 97  0  1 2025-04-19 12:09:28
 0  0      0  79064   4100 274964    0    0     0     4  570  840  0  0 98  0  1 2025-04-19 12:09:29
 0  0      0  79064   4100 274964    0    0     0     4  535  776  1  1 98  0  0 2025-04-19 12:09:30
 0  0      0  79064   4108 274964    0    0     0    84  546  811  1  0 99  0  0 2025-04-19 12:09:31
 0  0      0  79064   4108 274964    0    0     0     4  725  902  1  2 97  0  1 2025-04-19 12:09:32
 0  0      0  79064   4108 274964    0    0     0     0  512  818  1  1 98  0  1 2025-04-19 12:09:33
 0  0      0  79064   4108 274968    0    0     0     0  524  727  1  0 99  0  0 2025-04-19 12:09:34
 0  0      0  79064   4108 274968    0    0     0     0  534  728  1  1 97  0  1 2025-04-19 12:09:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  79064   4124 274960    0    0     0   112  775  947  1  1 96  0  2 2025-04-19 12:09:36
 0  0      0  98200   4124 274972    0    0     0     8 1413 2491  2  1 95  0  1 2025-04-19 12:09:37
 0  0      0  97976   4124 274972    0    0     0     0  556  773  0  1 97  0  1 2025-04-19 12:09:38
 0  0      0  97724   4124 274972    0    0     0    16  753  981  1  1 96  0  2 2025-04-19 12:09:39
 0  0      0  97724   4124 274976    0    0     0     0  846 1057  2  1 96  0  1 2025-04-19 12:09:40
 0  0      0  97724   4132 274968    0    0     0   116  582  809  0  1 97  0  2 2025-04-19 12:09:41
 0  0      0  97476   4132 274980    0    0     0     4  752  931  1  1 95  0  3 2025-04-19 12:09:42
 0  0      0  97476   4132 274980    0    0     0     0  563  788  1  1 98  0  1 2025-04-19 12:09:43
 0  0      0  97224   4132 274980    0    0     0    68  586  757  1  1 97  0  2 2025-04-19 12:09:44
 0  0      0  95712   4132 274980    0    0     0     0  626  828  1  0 98  0  1 2025-04-19 12:09:45
 0  0      0  95712   4140 274992    0    0     0    68  950 1036  2  1 96  0  1 2025-04-19 12:09:46
 1  0      0  89124   4140 276840    0    0  1900     4 1111 1863  1  2 96  0  1 2025-04-19 12:09:47
 0  0      0  84820   4140 276896    0    0     0     0 1046 1656  2  2 96  0  1 2025-04-19 12:09:48
 0  0      0  84820   4148 276896    0    0     0   112  599  889  0  1 99  0  0 2025-04-19 12:09:49
 0  0      0  83812   4148 276900    0    0     0     4  711  919  1  1 97  0  1 2025-04-19 12:09:50
 1  0      0  83588   4148 276900    0    0     0     0  617  856  1  1 96  0  2 2025-04-19 12:09:51
 0  0      0  83588   4148 276900    0    0     0     0  541  770  0  0 99  0  0 2025-04-19 12:09:52
 0  0      0  83588   4148 276900    0    0     0     0  712  896  1  1 96  0  2 2025-04-19 12:09:53
 0  0      0  83588   4148 276900    0    0     0     4  628  807  1  1 96  0  2 2025-04-19 12:09:54
 0  0      0  83084   4156 276900    0    0     0    80  724  927  1  1 98  0  0 2025-04-19 12:09:55
 0  0      0  82580   4156 276904    0    0     0     0  621  805  1  1 96  0  2 2025-04-19 12:09:56
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  82328   4156 276904    0    0     0     0  672  891  1  1 97  0  1 2025-04-19 12:09:57
 0  0      0  73380   4156 276876    0    0     0     0 1659 2703  3  2 95  0  0 2025-04-19 12:09:58
 0  0      0  73380   4156 276880    0    0     0     8  724  987  1  1 97  0  1 2025-04-19 12:09:59
 0  0      0  73380   4164 276872    0    0     0    80  497  746  1  0 97  0  2 2025-04-19 12:10:00
 2  0      0  73380   4164 276884    0    0     0     0  667  931  1  1 96  0  2 2025-04-19 12:10:01
 0  0      0  73380   4164 276888    0    0     0     0  749  919  1  2 89  0  9 2025-04-19 12:10:02
 0  0      0  73380   4172 276880    0    0     0   100  744  950  1  0 95  0  4 2025-04-19 12:10:03
 0  0      0  72932   4172 276892    0    0     0     8  858  991  1  2 96  0  1 2025-04-19 12:10:04
 0  0      0  72932   4172 276892    0    0     0     0  529  747  1  1 96  0  2 2025-04-19 12:10:05
 0  0      0  72932   4172 276892    0    0     0     4  562  784  1  0 98  0  1 2025-04-19 12:10:06
 0  0      0  72932   4172 276892    0    0     0     0  574  827  1  1 98  0  1 2025-04-19 12:10:07
 0  0      0  93744   4172 276892    0    0     0     0 1595 2618  3  2 95  0  1 2025-04-19 12:10:08
 0  0      0  93744   4180 276900    0    0     0    92  587  833  1  1 97  0  1 2025-04-19 12:10:09
 0  0      0  93744   4180 276900    0    0     0    24  721 1023  1  0 98  0  0 2025-04-19 12:10:10
 0  0      0  93744   4180 276904    0    0     0     8  792  927  1  1 97  0  1 2025-04-19 12:10:11
 0  0      0  93744   4180 276904    0    0     0    12  620  860  1  0 97  0  2 2025-04-19 12:10:12
 1  0      0  93520   4180 276904    0    0     0     0  653  873  1  1 97  0  2 2025-04-19 12:10:13
 0  0      0  93520   4188 276896    0    0     0   104  509  756  1  1 96  0  2 2025-04-19 12:10:14
 0  0      0  93520   4188 276904    0    0     0     0  560  792  1  0 97  0  2 2025-04-19 12:10:15
 0  0      0  93520   4188 276904    0    0     0     0  524  747  0  1 98  0  1 2025-04-19 12:10:16
 0  0      0  93520   4188 276904    0    0     0     4  554  798  1  1 96  0  3 2025-04-19 12:10:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0 106004   4188 276988    0    0    84     0 1334 2391  2  1 96  0  1 2025-04-19 12:10:18
 0  0      0 105756   4196 276988    0    0     0    56  536  834  1  1 98  0  1 2025-04-19 12:10:19
 0  0      0 105532   4196 276988    0    0     0   108  501  772  1  1 98  0  1 2025-04-19 12:10:20
 1  0      0 105532   4196 276988    0    0     0     0  492  768  1  1 96  0  2 2025-04-19 12:10:21
 0  0      0 105532   4196 276988    0    0     0     0  473  738  1  0 98  0  1 2025-04-19 12:10:22
 0  0      0 105280   4196 276992    0    0     0     0  494  784  0  0 99  0  0 2025-04-19 12:10:23
 0  0      0 105280   4204 276984    0    0     0    20  485  731  1  1 98  0  1 2025-04-19 12:10:24
 0  0      0 105280   4204 276992    0    0     0     0  516  809  0  1 99  0  0 2025-04-19 12:10:25
 0  0      0 105028   4204 276992    0    0     0     0  530  765  1  0 99  0  0 2025-04-19 12:10:26
 0  0      0 105028   4204 276992    0    0     0     0  577  852  1  1 98  0  1 2025-04-19 12:10:27
 0  0      0  92312   4204 276992    0    0     0     0 1558 2774  2  1 96  0  0 2025-04-19 12:10:28
 0  0      0  92312   4212 276992    0    0     0    44  548  792  1  0 99  0  0 2025-04-19 12:10:29
 0  0      0  92312   4212 276992    0    0     0     0  515  765  1  1 98  0  1 2025-04-19 12:10:30
 0  0      0  92088   4212 276992    0    0     0     0  511  744  1  1 96  0  3 2025-04-19 12:10:31
 0  0      0  92088   4212 276992    0    0     0     0  498  743  1  0 98  0  1 2025-04-19 12:10:32
 0  0      0  92088   4212 276992    0    0     0     0  509  785  0  0 99  0  1 2025-04-19 12:10:33
 0  0      0  92088   4220 276992    0    0     0    20  508  739  1  1 98  0  0 2025-04-19 12:10:34
 0  0      0  91864   4220 276992    0    0     0     0  500  758  1  0 99  0  1 2025-04-19 12:10:35
 0  0      0  91864   4220 276992    0    0     0     0  525  775  1  1 96  0  3 2025-04-19 12:10:36
 0  0      0  91864   4220 276992    0    0     0     0  529  843  0  1 98  0  1 2025-04-19 12:10:37
 1  0      0  80660   4220 276996    0    0     0     0 1513 2608  2  2 95  0  1 2025-04-19 12:10:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 2  0      0  80436   4228 276992    0    0     0    44  538  845  0  1 98  0  1 2025-04-19 12:10:39
 1  0      0  80436   4228 276992    0    0     0     0  644  995  1  1 97  0  1 2025-04-19 12:10:40
 0  0      0  80436   4228 276992    0    0     0    12  570  812  1  0 99  0  0 2025-04-19 12:10:41
 0  0      0  80940   4228 276992    0    0     0     0  543  838  1  1 97  0  1 2025-04-19 12:10:42
 0  0      0  80716   4228 276992    0    0     0     8  539  812  1  1 97  0  1 2025-04-19 12:10:43
 0  0      0  80716   4236 276992    0    0     0    48  473  727  0  1 98  0  1 2025-04-19 12:10:44
 0  0      0  80716   4236 276992    0    0     0     0  506  755  1  0 98  0  1 2025-04-19 12:10:45
 0  0      0  80716   4236 276992    0    0     0     0  489  760  1  1 98  0  0 2025-04-19 12:10:46
 0  0      0  80716   4236 276992    0    0     0     0  488  781  1  0 99  0  0 2025-04-19 12:10:47
 0  0      0 107896   4236 276996    0    0     0     0 1275 2335  2  2 87  0  8 2025-04-19 12:10:48
 0  0      0 107672   4244 276992    0    0     0    44  534  828  0  0 99  0  1 2025-04-19 12:10:49
 0  0      0 107672   4244 276992    0    0     0     0  468  713  0  1 99  0  0 2025-04-19 12:10:50
 0  0      0 107420   4244 276992    0    0     0     0  547  802  1  0 97  0  2 2025-04-19 12:10:51
 0  0      0 107420   4244 276992    0    0     0     0  525  780  1  1 98  0  0 2025-04-19 12:10:52
